origin_lat,origin_lon,dest_lat,dest_lon,predicted_eta,real_eta,distance_km,departure_hour,day_of_week,congestion_index,temp,rain,start_time,end_time
3.065,101.6009,3.1579,101.7113,33.017841796190524,34.083333333333336,23.945688062812334,21,6,1.3978127136021874,30.32,0,2025-08-24T21:36:21.694619+08:00,2025-08-24T21:36:21.694619+08:00
3.065,101.6009,3.1579,101.7113,32.59787112148817,35.36666666666667,25.89445277593923,21,6,1.286840509399636,30.32,0,2025-08-24T21:36:21.694619+08:00,2025-08-24T21:36:21.694619+08:00
3.065,101.6009,3.1579,101.7113,33.54985789815785,41.4,24.37661832360678,21,6,1.401805869074492,30.32,0,2025-08-24T21:36:21.694619+08:00,2025-08-24T21:36:21.694619+08:00
3.065,101.6009,3.1579,101.7113,30.59217251264688,32.9,23.945688062812334,21,6,1.3492822966507176,30.32,0,2025-08-24T21:36:22.259011+08:00,2025-08-24T21:36:22.261668+08:00
3.065,101.6009,3.1579,101.7113,28.998311499310454,32.93333333333333,25.89445277593923,21,6,1.198302001212856,30.32,0,2025-08-24T21:36:22.261030+08:00,2025-08-24T21:36:22.261668+08:00
3.065,101.6009,3.1579,101.7113,30.590309278574857,32.916666666666664,23.93525181678932,21,6,1.349965823650034,30.32,0,2025-08-24T21:36:22.261668+08:00,2025-08-24T21:36:22.265020+08:00
3.065,101.6009,3.1579,101.7113,30.935929310329083,30.033333333333335,23.945688062812334,21,6,1.2317156527682844,30.32,0,2025-08-24T21:36:22.540837+08:00,2025-08-24T21:36:22.540837+08:00
3.065,101.6009,3.1579,101.7113,31.62253090073174,32.166666666666664,25.89445277593923,21,6,1.1704063068526378,30.32,0,2025-08-24T21:36:22.540837+08:00,2025-08-24T21:36:22.540837+08:00
3.065,101.6009,3.1579,101.7113,30.74914951245927,35.28333333333333,24.37661832360678,21,6,1.1946952595936793,30.32,0,2025-08-24T21:36:22.540837+08:00,2025-08-24T21:36:22.555752+08:00
3.065,101.6009,3.1579,101.7113,24.75221892770933,26.8,23.93525181678932,21,6,1.0991114149008887,30.32,0,2025-08-24T21:36:22.906352+08:00,2025-08-24T21:36:22.912940+08:00
3.065,101.6009,3.1579,101.7113,25.51423014601887,29.55,25.89445277593923,21,6,1.0751970891449363,30.32,0,2025-08-24T21:36:22.912940+08:00,2025-08-24T21:36:22.914953+08:00
3.065,101.6009,3.1579,101.7113,24.022530689924093,31.583333333333332,24.37661832360678,21,6,1.0694130925507899,30.32,0,2025-08-24T21:36:22.912940+08:00,2025-08-24T21:36:22.914953+08:00
3.065,101.6009,3.1579,101.7113,32.389819829236366,29.583333333333332,23.945688062812334,21,6,1.2132604237867395,30.32,0,2025-08-24T21:36:23.211276+08:00,2025-08-24T21:36:23.211276+08:00
3.065,101.6009,3.1579,101.7113,32.691197172326035,31.783333333333335,25.89445277593923,21,6,1.156458459672529,30.32,0,2025-08-24T21:36:23.211276+08:00,2025-08-24T21:36:23.211276+08:00
3.065,101.6009,3.1579,101.7113,29.95464535402445,33.416666666666664,24.37661832360678,21,6,1.1314898419864559,30.32,0,2025-08-24T21:36:23.211276+08:00,2025-08-24T21:36:23.211276+08:00
3.065,101.6009,3.1579,101.7113,27.805898835672252,27.75,23.945688062812334,21,6,1.1380724538619276,30.32,0,2025-08-24T21:36:23.530842+08:00,2025-08-24T21:36:23.530842+08:00
3.065,101.6009,3.1579,101.7113,28.226884552953745,30.35,25.89445277593923,21,6,1.104305639781686,30.32,0,2025-08-24T21:36:23.530842+08:00,2025-08-24T21:36:23.530842+08:00
3.065,101.6009,3.1579,101.7113,26.56945087396643,32.43333333333333,24.37661832360678,21,6,1.0981941309255077,30.32,0,2025-08-24T21:36:23.530842+08:00,2025-08-24T21:36:23.530842+08:00
3.065,101.6009,3.1579,101.7113,33.01805987880953,50.733333333333334,23.945688062812334,21,6,2.0806561859193438,30.32,0,2025-08-24T21:36:23.825849+08:00,2025-08-24T21:36:23.825849+08:00
3.065,101.6009,3.1579,101.7113,38.15650901000705,50.8,25.89445277593923,21,6,1.848392965433596,30.32,0,2025-08-24T21:36:23.825849+08:00,2025-08-24T21:36:23.825849+08:00
3.065,101.6009,3.1579,101.7113,32.54823898260981,51.4,23.93525181678932,21,6,2.1079972658920028,30.32,0,2025-08-24T21:36:23.825849+08:00,2025-08-24T21:36:23.830608+08:00
3.065,101.6009,3.1579,101.7113,17.007550669651717,22.066666666666666,23.93525181678932,21,6,0.9049897470950102,30.32,0,2025-08-24T21:36:24.123926+08:00,2025-08-24T21:36:24.123926+08:00
3.065,101.6009,3.1579,101.7113,18.90967876206484,25.45,25.89445277593923,21,6,0.9260157671315948,30.32,0,2025-08-24T21:36:24.123926+08:00,2025-08-24T21:36:24.128305+08:00
3.065,101.6009,3.1579,101.7113,18.054355493711288,27.55,24.37661832360678,21,6,0.932844243792325,30.32,0,2025-08-24T21:36:24.123926+08:00,2025-08-24T21:36:24.128305+08:00
3.065,101.6009,3.0732,101.6076,6.168997475259207,9.966666666666667,2.8476705743744413,21,6,1.0952380952380953,30.32,0,2025-08-24T21:36:24.288462+08:00,2025-08-24T21:36:24.288462+08:00
3.065,101.6009,3.0732,101.6076,6.163873848238401,10.016666666666667,2.837161770204454,21,6,1.1007326007326008,30.32,0,2025-08-24T21:36:24.288462+08:00,2025-08-24T21:36:24.294200+08:00
3.065,101.6009,3.0732,101.6076,6.867646468418859,10.45,3.7256812874983036,21,6,0.9646153846153845,30.32,0,2025-08-24T21:36:24.288462+08:00,2025-08-24T21:36:24.294200+08:00
3.065,101.6009,3.0732,101.6076,5.371391253678254,9.3,2.837161770204454,21,6,1.0219780219780221,30.32,0,2025-08-24T21:36:24.413720+08:00,2025-08-24T21:36:24.414719+08:00
3.065,101.6009,3.0732,101.6076,5.387311919477244,9.3,2.8476705743744413,21,6,1.0219780219780221,30.32,0,2025-08-24T21:36:24.414719+08:00,2025-08-24T21:36:24.414719+08:00
3.065,101.6009,3.0732,101.6076,8.95351315514896,11.2,2.8476705743744413,21,6,1.2307692307692308,30.32,0,2025-08-24T21:36:24.561554+08:00,2025-08-24T21:36:24.563114+08:00
3.065,101.6009,3.0732,101.6076,9.013919671324894,11.366666666666667,2.837161770204454,21,6,1.249084249084249,30.32,0,2025-08-24T21:36:24.563114+08:00,2025-08-24T21:36:24.563114+08:00
3.065,101.6009,3.0732,101.6076,14.272772881737497,12.566666666666666,5.554907466351381,21,6,1.3113043478260868,30.32,0,2025-08-24T21:36:24.563114+08:00,2025-08-24T21:36:24.566541+08:00
3.065,101.6009,3.0732,101.6076,8.060601183112178,10.416666666666666,2.837161770204454,21,6,1.1446886446886446,30.32,0,2025-08-24T21:36:24.715517+08:00,2025-08-24T21:36:24.717529+08:00
3.065,101.6009,3.0732,101.6076,8.08178268506111,10.416666666666666,2.8476705743744413,21,6,1.1446886446886446,30.32,0,2025-08-24T21:36:24.715517+08:00,2025-08-24T21:36:24.717529+08:00
3.065,101.6009,3.0732,101.6076,11.957954088990817,10.433333333333334,5.554907466351381,21,6,1.088695652173913,30.32,0,2025-08-24T21:36:24.715517+08:00,2025-08-24T21:36:24.719536+08:00
3.065,101.6009,3.0732,101.6076,13.823116122112719,10.65,5.554907466351381,21,6,1.111304347826087,30.32,0,2025-08-24T21:36:24.889533+08:00,2025-08-24T21:36:24.889533+08:00
3.065,101.6009,3.0732,101.6076,10.060031472547415,12.066666666666666,2.8476705743744413,21,6,1.326007326007326,30.32,0,2025-08-24T21:36:24.889533+08:00,2025-08-24T21:36:24.893182+08:00
3.065,101.6009,3.0732,101.6076,10.157655466908471,12.3,2.837161770204454,21,6,1.3516483516483517,30.32,0,2025-08-24T21:36:24.889533+08:00,2025-08-24T21:36:24.893182+08:00
3.065,101.6009,3.0732,101.6076,9.446143209519866,11.05,2.8476705743744413,21,6,1.2142857142857144,30.32,0,2025-08-24T21:36:25.046267+08:00,2025-08-24T21:36:25.046267+08:00
3.065,101.6009,3.0732,101.6076,9.46045146287147,11.116666666666667,2.837161770204454,21,6,1.2216117216117217,30.32,0,2025-08-24T21:36:25.046267+08:00,2025-08-24T21:36:25.046267+08:00
3.065,101.6009,3.0732,101.6076,13.620853069501916,10.266666666666667,5.554907466351381,21,6,1.071304347826087,30.32,0,2025-08-24T21:36:25.046267+08:00,2025-08-24T21:36:25.046267+08:00
3.065,101.6009,3.0732,101.6076,13.191253454038629,13.25,2.8476705743744413,21,6,1.4560439560439562,30.32,0,2025-08-24T21:36:25.172911+08:00,2025-08-24T21:36:25.174924+08:00
3.065,101.6009,3.0732,101.6076,13.520066533059195,13.55,2.837161770204454,21,6,1.489010989010989,30.32,0,2025-08-24T21:36:25.174924+08:00,2025-08-24T21:36:25.179955+08:00
3.065,101.6009,3.0732,101.6076,3.269786890667521,6.933333333333334,2.837161770204454,21,6,0.761904761904762,30.32,0,2025-08-24T21:36:25.411454+08:00,2025-08-24T21:36:25.413186+08:00
3.065,101.6009,3.0732,101.6076,3.295752276226308,7.033333333333333,2.8476705743744413,21,6,0.7728937728937729,30.32,0,2025-08-24T21:36:25.413186+08:00,2025-08-24T21:36:25.416546+08:00
3.065,101.6009,3.0732,101.6076,5.807955190274739,7.933333333333334,5.554907466351381,21,6,0.8278260869565217,30.32,0,2025-08-24T21:36:25.413186+08:00,2025-08-24T21:36:25.416546+08:00
3.065,101.6009,3.1579,101.7113,33.017841796190524,34.083333333333336,23.945688062812334,21,6,1.3978127136021874,30.32,0,2025-08-24T21:42:39.446864+08:00,2025-08-24T21:42:39.448602+08:00
3.065,101.6009,3.1579,101.7113,32.59787112148817,35.36666666666667,25.89445277593923,21,6,1.286840509399636,30.32,0,2025-08-24T21:42:39.448602+08:00,2025-08-24T21:42:39.451543+08:00
3.065,101.6009,3.1579,101.7113,33.54985789815785,41.4,24.37661832360678,21,6,1.401805869074492,30.32,0,2025-08-24T21:42:39.448602+08:00,2025-08-24T21:42:39.451543+08:00
3.065,101.6009,3.1579,101.7113,30.59217251264688,32.9,23.945688062812334,21,6,1.3492822966507176,30.32,0,2025-08-24T21:42:39.757058+08:00,2025-08-24T21:42:39.757058+08:00
3.065,101.6009,3.1579,101.7113,28.998311499310454,32.93333333333333,25.89445277593923,21,6,1.198302001212856,30.32,0,2025-08-24T21:42:39.757058+08:00,2025-08-24T21:42:39.763980+08:00
3.065,101.6009,3.1579,101.7113,30.590309278574857,32.916666666666664,23.93525181678932,21,6,1.349965823650034,30.32,0,2025-08-24T21:42:39.757058+08:00,2025-08-24T21:42:39.763980+08:00
3.065,101.6009,3.1579,101.7113,30.935929310329083,30.033333333333335,23.945688062812334,21,6,1.2317156527682844,30.32,0,2025-08-24T21:42:40.051258+08:00,2025-08-24T21:42:40.051258+08:00
3.065,101.6009,3.1579,101.7113,31.62253090073174,32.166666666666664,25.89445277593923,21,6,1.1704063068526378,30.32,0,2025-08-24T21:42:40.051258+08:00,2025-08-24T21:42:40.051258+08:00
3.065,101.6009,3.1579,101.7113,30.74914951245927,35.28333333333333,24.37661832360678,21,6,1.1946952595936793,30.32,0,2025-08-24T21:42:40.051258+08:00,2025-08-24T21:42:40.055665+08:00
3.065,101.6009,3.1579,101.7113,24.75221892770933,26.8,23.93525181678932,21,6,1.0991114149008887,30.32,0,2025-08-24T21:42:40.342558+08:00,2025-08-24T21:42:40.344574+08:00
3.065,101.6009,3.1579,101.7113,25.51423014601887,29.55,25.89445277593923,21,6,1.0751970891449363,30.32,0,2025-08-24T21:42:40.342558+08:00,2025-08-24T21:42:40.346330+08:00
3.065,101.6009,3.1579,101.7113,24.022530689924093,31.583333333333332,24.37661832360678,21,6,1.0694130925507899,30.32,0,2025-08-24T21:42:40.344574+08:00,2025-08-24T21:42:40.348340+08:00
3.065,101.6009,3.1579,101.7113,32.389819829236366,29.583333333333332,23.945688062812334,21,6,1.2132604237867395,30.32,0,2025-08-24T21:42:40.586850+08:00,2025-08-24T21:42:40.586850+08:00
3.065,101.6009,3.1579,101.7113,32.691197172326035,31.783333333333335,25.89445277593923,21,6,1.156458459672529,30.32,0,2025-08-24T21:42:40.586850+08:00,2025-08-24T21:42:40.590897+08:00
3.065,101.6009,3.1579,101.7113,29.95464535402445,33.416666666666664,24.37661832360678,21,6,1.1314898419864559,30.32,0,2025-08-24T21:42:40.586850+08:00,2025-08-24T21:42:40.590897+08:00
3.065,101.6009,3.1579,101.7113,27.805898835672252,27.75,23.945688062812334,21,6,1.1380724538619276,30.32,0,2025-08-24T21:42:40.840655+08:00,2025-08-24T21:42:40.840655+08:00
3.065,101.6009,3.1579,101.7113,28.226884552953745,30.35,25.89445277593923,21,6,1.104305639781686,30.32,0,2025-08-24T21:42:40.840655+08:00,2025-08-24T21:42:40.840655+08:00
3.065,101.6009,3.1579,101.7113,26.56945087396643,32.43333333333333,24.37661832360678,21,6,1.0981941309255077,30.32,0,2025-08-24T21:42:40.840655+08:00,2025-08-24T21:42:40.840655+08:00
3.065,101.6009,3.1579,101.7113,33.01805987880953,50.733333333333334,23.945688062812334,21,6,2.0806561859193438,30.32,0,2025-08-24T21:42:41.135189+08:00,2025-08-24T21:42:41.135189+08:00
3.065,101.6009,3.1579,101.7113,38.15650901000705,50.8,25.89445277593923,21,6,1.848392965433596,30.32,0,2025-08-24T21:42:41.135189+08:00,2025-08-24T21:42:41.135189+08:00
3.065,101.6009,3.1579,101.7113,32.54823898260981,51.4,23.93525181678932,21,6,2.1079972658920028,30.32,0,2025-08-24T21:42:41.135189+08:00,2025-08-24T21:42:41.141025+08:00
3.065,101.6009,3.1579,101.7113,17.007550669651717,22.066666666666666,23.93525181678932,21,6,0.9049897470950102,30.32,0,2025-08-24T21:42:41.444534+08:00,2025-08-24T21:42:41.444534+08:00
3.065,101.6009,3.1579,101.7113,18.90967876206484,25.45,25.89445277593923,21,6,0.9260157671315948,30.32,0,2025-08-24T21:42:41.444534+08:00,2025-08-24T21:42:41.444534+08:00
3.065,101.6009,3.1579,101.7113,18.054355493711288,27.55,24.37661832360678,21,6,0.932844243792325,30.32,0,2025-08-24T21:42:41.444534+08:00,2025-08-24T21:42:41.444534+08:00
3.065,101.6009,3.0732,101.6076,6.168997475259207,9.966666666666667,2.8476705743744413,21,6,1.0952380952380953,30.32,0,2025-08-24T21:42:41.650761+08:00,2025-08-24T21:42:41.650761+08:00
3.065,101.6009,3.0732,101.6076,6.163873848238401,10.016666666666667,2.837161770204454,21,6,1.1007326007326008,30.32,0,2025-08-24T21:42:41.650761+08:00,2025-08-24T21:42:41.650761+08:00
3.065,101.6009,3.0732,101.6076,6.867646468418859,10.45,3.7256812874983036,21,6,0.9646153846153845,30.32,0,2025-08-24T21:42:41.650761+08:00,2025-08-24T21:42:41.657429+08:00
3.065,101.6009,3.0732,101.6076,5.371391253678254,9.3,2.837161770204454,21,6,1.0219780219780221,30.32,0,2025-08-24T21:42:41.774914+08:00,2025-08-24T21:42:41.776924+08:00
3.065,101.6009,3.0732,101.6076,5.387311919477244,9.3,2.8476705743744413,21,6,1.0219780219780221,30.32,0,2025-08-24T21:42:41.774914+08:00,2025-08-24T21:42:41.776924+08:00
3.065,101.6009,3.0732,101.6076,8.95351315514896,11.2,2.8476705743744413,21,6,1.2307692307692308,30.32,0,2025-08-24T21:42:41.912343+08:00,2025-08-24T21:42:41.924262+08:00
3.065,101.6009,3.0732,101.6076,9.013919671324894,11.366666666666667,2.837161770204454,21,6,1.249084249084249,30.32,0,2025-08-24T21:42:41.912343+08:00,2025-08-24T21:42:41.925651+08:00
3.065,101.6009,3.0732,101.6076,14.272772881737497,12.566666666666666,5.554907466351381,21,6,1.3113043478260868,30.32,0,2025-08-24T21:42:41.912343+08:00,2025-08-24T21:42:41.925651+08:00
3.065,101.6009,3.0732,101.6076,8.060601183112178,10.416666666666666,2.837161770204454,21,6,1.1446886446886446,30.32,0,2025-08-24T21:42:42.076325+08:00,2025-08-24T21:42:42.079356+08:00
3.065,101.6009,3.0732,101.6076,8.08178268506111,10.416666666666666,2.8476705743744413,21,6,1.1446886446886446,30.32,0,2025-08-24T21:42:42.076325+08:00,2025-08-24T21:42:42.081373+08:00
3.065,101.6009,3.0732,101.6076,9.242990762002604,11.316666666666666,3.7256812874983036,21,6,1.0446153846153845,30.32,0,2025-08-24T21:42:42.078342+08:00,2025-08-24T21:42:42.083385+08:00
3.065,101.6009,3.0732,101.6076,13.823116122112719,10.65,5.554907466351381,21,6,1.111304347826087,30.32,0,2025-08-24T21:42:42.253386+08:00,2025-08-24T21:42:42.253386+08:00
3.065,101.6009,3.0732,101.6076,10.060031472547415,12.066666666666666,2.8476705743744413,21,6,1.326007326007326,30.32,0,2025-08-24T21:42:42.253386+08:00,2025-08-24T21:42:42.253386+08:00
3.065,101.6009,3.0732,101.6076,10.157655466908471,12.3,2.837161770204454,21,6,1.3516483516483517,30.32,0,2025-08-24T21:42:42.253386+08:00,2025-08-24T21:42:42.258402+08:00
3.065,101.6009,3.0732,101.6076,9.446143209519866,11.05,2.8476705743744413,21,6,1.2142857142857144,30.32,0,2025-08-24T21:42:42.402009+08:00,2025-08-24T21:42:42.402009+08:00
3.065,101.6009,3.0732,101.6076,9.46045146287147,11.116666666666667,2.837161770204454,21,6,1.2216117216117217,30.32,0,2025-08-24T21:42:42.402009+08:00,2025-08-24T21:42:42.402009+08:00
3.065,101.6009,3.0732,101.6076,13.620853069501916,10.266666666666667,5.554907466351381,21,6,1.071304347826087,30.32,0,2025-08-24T21:42:42.402009+08:00,2025-08-24T21:42:42.402009+08:00
3.065,101.6009,3.0732,101.6076,13.191253454038629,13.25,2.8476705743744413,21,6,1.4560439560439562,30.32,0,2025-08-24T21:42:42.543829+08:00,2025-08-24T21:42:42.543829+08:00
3.065,101.6009,3.0732,101.6076,13.520066533059195,13.55,2.837161770204454,21,6,1.489010989010989,30.32,0,2025-08-24T21:42:42.543829+08:00,2025-08-24T21:42:42.556396+08:00
3.065,101.6009,3.0732,101.6076,3.269786890667521,6.933333333333334,2.837161770204454,21,6,0.761904761904762,30.32,0,2025-08-24T21:42:42.727455+08:00,2025-08-24T21:42:42.728969+08:00
3.065,101.6009,3.0732,101.6076,3.295752276226308,7.033333333333333,2.8476705743744413,21,6,0.7728937728937729,30.32,0,2025-08-24T21:42:42.727455+08:00,2025-08-24T21:42:42.728969+08:00
3.065,101.6009,3.0732,101.6076,5.807955190274739,7.933333333333334,5.554907466351381,21,6,0.8278260869565217,30.32,0,2025-08-24T21:42:42.727455+08:00,2025-08-24T21:42:42.731807+08:00
3.065,101.6009,3.1579,101.7113,30.665671504505585,34.083333333333336,23.945688062812334,21,6,1.3978127136021874,30.34,0,2025-08-24T21:54:42.612720+08:00,2025-08-24T21:54:42.612720+08:00
3.065,101.6009,3.1579,101.7113,31.978423708216475,35.36666666666667,25.89445277593923,21,6,1.286840509399636,30.34,0,2025-08-24T21:54:42.612720+08:00,2025-08-24T21:54:42.612720+08:00
3.065,101.6009,3.1579,101.7113,31.087651751470297,41.4,24.37661832360678,21,6,1.401805869074492,30.34,0,2025-08-24T21:54:42.612720+08:00,2025-08-24T21:54:42.615358+08:00
3.065,101.6009,3.1579,101.7113,29.933478590798273,32.9,23.945688062812334,21,6,1.3492822966507176,30.34,0,2025-08-24T21:54:42.878821+08:00,2025-08-24T21:54:42.878821+08:00
3.065,101.6009,3.1579,101.7113,31.632236364826724,32.93333333333333,25.89445277593923,21,6,1.198302001212856,30.34,0,2025-08-24T21:54:42.878821+08:00,2025-08-24T21:54:42.878821+08:00
3.065,101.6009,3.1579,101.7113,29.922467592346234,32.916666666666664,23.93525181678932,21,6,1.349965823650034,30.34,0,2025-08-24T21:54:42.878821+08:00,2025-08-24T21:54:42.886330+08:00
3.065,101.6009,3.1579,101.7113,32.092484956994596,30.033333333333335,23.945688062812334,21,6,1.2317156527682844,30.34,0,2025-08-24T21:54:43.171233+08:00,2025-08-24T21:54:43.173363+08:00
3.065,101.6009,3.1579,101.7113,33.17801576913714,32.166666666666664,25.89445277593923,21,6,1.1704063068526378,30.34,0,2025-08-24T21:54:43.171233+08:00,2025-08-24T21:54:43.175825+08:00
3.065,101.6009,3.1579,101.7113,32.01062908091539,35.28333333333333,24.37661832360678,21,6,1.1946952595936793,30.34,0,2025-08-24T21:54:43.173363+08:00,2025-08-24T21:54:43.176334+08:00
3.065,101.6009,3.1579,101.7113,29.48942549915242,26.8,23.93525181678932,21,6,1.0991114149008887,30.34,0,2025-08-24T21:54:43.438992+08:00,2025-08-24T21:54:43.438992+08:00
3.065,101.6009,3.1579,101.7113,29.983031371758024,29.55,25.89445277593923,21,6,1.0751970891449363,30.34,0,2025-08-24T21:54:43.438992+08:00,2025-08-24T21:54:43.438992+08:00
3.065,101.6009,3.1579,101.7113,28.810691764992963,31.583333333333332,24.37661832360678,21,6,1.0694130925507899,30.34,0,2025-08-24T21:54:43.438992+08:00,2025-08-24T21:54:43.438992+08:00
3.065,101.6009,3.1579,101.7113,33.04328378248676,29.583333333333332,23.945688062812334,21,6,1.2132604237867395,30.34,0,2025-08-24T21:54:43.737278+08:00,2025-08-24T21:54:43.737278+08:00
3.065,101.6009,3.1579,101.7113,34.224999260743395,31.783333333333335,25.89445277593923,21,6,1.156458459672529,30.34,0,2025-08-24T21:54:43.737278+08:00,2025-08-24T21:54:43.740172+08:00
3.065,101.6009,3.1579,101.7113,32.114423891567554,33.416666666666664,24.37661832360678,21,6,1.1314898419864559,30.34,0,2025-08-24T21:54:43.737278+08:00,2025-08-24T21:54:43.740172+08:00
3.065,101.6009,3.1579,101.7113,31.79832857656414,27.75,23.945688062812334,21,6,1.1380724538619276,30.34,0,2025-08-24T21:54:44.038192+08:00,2025-08-24T21:54:44.039241+08:00
3.065,101.6009,3.1579,101.7113,32.24849043381524,30.35,25.89445277593923,21,6,1.104305639781686,30.34,0,2025-08-24T21:54:44.038192+08:00,2025-08-24T21:54:44.039241+08:00
3.065,101.6009,3.1579,101.7113,30.950807669675076,32.43333333333333,24.37661832360678,21,6,1.0981941309255077,30.34,0,2025-08-24T21:54:44.038192+08:00,2025-08-24T21:54:44.039241+08:00
